group,scenario_as_named,trial,archive_path,uncompressed_bytes,compressed_bytes,crc32,interval_seconds,stream_count,streams,units
25,Bearing (1) Ball & Bearing (2) Combination,21,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 21.csv,18612242,5053000,26aaf971,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,22,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 22.csv,18608026,5052729,e3c91a2a,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,23,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 23.csv,18607761,5051361,2a06770a,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,24,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 24.csv,18609342,5048106,e4729cc7,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,25,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 25.csv,18610099,5062926,a6aab0dc,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,3,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 3.csv,18614913,5029268,8d795c2e,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,4,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 4.csv,18610359,5037727,f18fb70e,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,5,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 5.csv,18611782,5020461,1bdff6e0,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,6,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 6.csv,18610330,5029469,06295920,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,7,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 7.csv,18610749,5042568,fa8e17d4,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,8,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 8.csv,18612934,5030889,49559131,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Combination,9,Fault data split 25/Bearing (1) Ball & Bearing (2) Combination Trial 9.csv,18612625,5036168,9a86eda3,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,1,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 1.csv,18614421,4912121,0d855444,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,10,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 10.csv,18611564,4941530,ea095dbc,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,11,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 11.csv,18610170,4942480,cd07fbc3,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,12,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 12.csv,18611755,4921514,324de85d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,13,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 13.csv,18611958,4916717,60d4bc7f,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,14,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 14.csv,18612429,4941636,9ff37cdb,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,15,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 15.csv,18613174,4942983,e6f3316d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,16,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 16.csv,18613998,4944211,d00a4362,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,17,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 17.csv,18613680,4919121,07579f3f,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,18,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 18.csv,18612341,4936949,5e8d8903,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,19,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 19.csv,18610837,4930195,7f2aad0b,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,2,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 2.csv,18617394,4915278,72ca3dab,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,20,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 20.csv,18612013,4923171,e145d63c,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,21,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 21.csv,18611663,4932683,a11523f0,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,22,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 22.csv,18612304,4951175,559ec08d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,23,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 23.csv,18613328,4941847,73e698c8,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,24,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 24.csv,18611992,4943942,0581f6f2,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,25,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 25.csv,18610376,4938158,ae4100e7,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,3,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 3.csv,18613056,4929130,be4a8900,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,4,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 4.csv,18614180,4933387,53fc7a58,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,5,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 5.csv,18615720,4932799,e6e08bd1,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,6,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 6.csv,18615591,4911388,7e0f2126,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,7,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 7.csv,18614640,4922534,830f7a79,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,8,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 8.csv,18612466,4931190,adbb463d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Inner,9,Fault data split 25/Bearing (1) Ball & Bearing (2) Inner Trial 9.csv,18610775,4919591,90b7f593,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,1,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 1.csv,18370297,5099267,4eb6e789,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,10,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 10.csv,18353566,5131461,76476542,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,11,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 11.csv,18354924,5138045,5f8752ef,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,12,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 12.csv,18354488,5137809,bc29124d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,13,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 13.csv,18355787,5140154,3fc4eaea,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,14,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 14.csv,18355574,5139667,693e9855,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,15,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 15.csv,18356431,5141624,0b489ec3,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,16,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 16.csv,18357048,5140014,55cfcee0,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,17,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 17.csv,18355850,5131491,b3ab74c8,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,18,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 18.csv,18357310,5136587,1ce0909c,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,19,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 19.csv,18357524,5142156,f862a911,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,2,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 2.csv,18371781,5110353,043d3ec6,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,20,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 20.csv,18356410,5138986,218aaeaa,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,21,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 21.csv,18355999,5145426,382fffa0,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,22,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 22.csv,18356218,5142536,709be32f,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,23,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 23.csv,18354877,5143963,0ba02462,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,24,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 24.csv,18355326,5139007,6e6c1993,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,25,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 25.csv,18357764,5139964,4be018c0,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,3,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 3.csv,18373557,5121946,966cbd47,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,4,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 4.csv,18372862,5124664,4e13a9c2,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,5,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 5.csv,18356302,5128171,865bf6af,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,6,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 6.csv,18353696,5133330,6ae57e5d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,7,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 7.csv,18353072,5132815,786673e5,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,8,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 8.csv,18353407,5136670,a09a357d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Bearing (2) Outer,9,Fault data split 25/Bearing (1) Ball & Bearing (2) Outer Trial 9.csv,18354444,5127740,f87db33f,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Shaft Fault (Centerally bent),1,Fault data split 25/Bearing (1) Ball & Shaft Fault (Centerally bent) Trial 1.csv,18426551,4648309,836ebf38,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (1) Ball & Shaft Fault (Centerally bent),10,Fault data split 25/Bearing (1) Ball & Shaft Fault (Centerally bent) Trial 10.csv,18427054,4665763,dc1ce7f4,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
